ID,ITEM,RESTAURANT,CATEGORY,DINING PLAN,LOCATION,DISNEY PARK,DESCRIPTION,PRICE,IS_DDP_SNACK
13507,"Pan Asian Noodles and Vegetables,",Capt. Cook's  - Lunch/Dinner,Plant-based,,Polynesian,Disney Resorts,,$9.99,false
13508,Roasted Red Pepper & Arugula Burger,Capt. Cook's  - Lunch/Dinner,Plant-based,,Polynesian,Disney Resorts,served with Arugula and Roasted Red Pepper-Tomato Chutney on a Brioche Bun served with French fries,$12.99,false
13509,Hummus and Pretzels,Capt. Cook's  - Lunch/Dinner,Plant-based,Snack,Polynesian,Disney Resorts,,$4.99,true
13510,Pan Asian Noodles and Vegetables with Tofu,Capt. Cook's  - Lunch/Dinner,Plant-based,,Polynesian,Disney Resorts,,,false
13511,Superfoods Salad,Capt. Cook's  - Lunch/Dinner,Plant-based,,Polynesian,Disney Resorts,"Kale and Cabbage tossed with Quinoa and Edamame, Walnuts, Grapes, Blueberries, and Mandarin Oranges served with a side of Apple Cider Vinaigarette",$11.79,false
13512,Fresh Fruit and Vegetables,Capt. Cook's  - Lunch/Dinner,Plant-based,,Polynesian,Disney Resorts,,,false
13513,"Aloha Pork Sandwich,",Capt. Cook's  - Lunch/Dinner,Sandwiches,,Polynesian,Disney Resorts,"pulled pork with cheddar, Asian slaw, cucumbers, and tomatoes on brioche bun",$11.29,false
13514,Bacon Cheeseburger,Capt. Cook's  - Lunch/Dinner,Sandwiches,,Polynesian,Disney Resorts,"1/3 lb grilled Angus served with American cheese, bacon, lettuce tomato and pickles on a toasted brioche bun",$12.79,false
13515,Cheeseburger,Capt. Cook's  - Lunch/Dinner,Sandwiches,,Polynesian,Disney Resorts,"1/3 lb Grilled Angus Burger topped with American, Lettuce, Tomato, and Pickles on a Toasted Brioche Bun served with French Fries",$11.79,false
13516,"Macaroni & Cheese,",Capt. Cook's  - Lunch/Dinner,entrees,,Polynesian,Disney Resorts,,$5.49,false
13517,French Fries,Capt. Cook's  - Lunch/Dinner,entrees,,Polynesian,Disney Resorts,,$4.99,false
13518,Poly Chips,Capt. Cook's  - Lunch/Dinner,entrees,Snack,Polynesian,Disney Resorts,house-made potato chips and wonton chips,$3.29,true
13519,Hamburger or Cheeseburger,Capt. Cook's  - Lunch/Dinner,For Children Ages 3-9,,Polynesian,Disney Resorts,,$8.49,false
13520,Turkey Sandwich,Capt. Cook's  - Lunch/Dinner,For Children Ages 3-9,,Polynesian,Disney Resorts,,$7.79,false
13521,Chicken and Pineapple Skewers,Capt. Cook's  - Lunch/Dinner,For Children Ages 3-9,,Polynesian,Disney Resorts,with mixed greens salad and sesame-soy dressing,$8.49,false
13522,Uncrustables PB&J,Capt. Cook's  - Lunch/Dinner,For Children Ages 3-9,,Polynesian,Disney Resorts,,$6.79,false
13523,Macaroni & Cheese,Capt. Cook's  - Lunch/Dinner,For Children Ages 3-9,,Polynesian,Disney Resorts,,$7.29,false
13524,Brownie,Capt. Cook's  - Lunch/Dinner,Bakery,Snack,Polynesian,Disney Resorts,,$4.99,true
13525,Assorted Cookies,Capt. Cook's  - Lunch/Dinner,Bakery,Snack,Polynesian,Disney Resorts,chocolate chip,$3.99,true
13526,Assorted Muffin,Capt. Cook's  - Lunch/Dinner,Bakery,Snack,Polynesian,Disney Resorts,,$4.29,true
13527,Cinnamon Bun,Capt. Cook's  - Lunch/Dinner,Bakery,Snack,Polynesian,Disney Resorts,,$4.79,true
13528,Bagel,Capt. Cook's  - Lunch/Dinner,Bakery,Snack,Polynesian,Disney Resorts,,$3.99,true
13529,"Specialty Cupcake- Moana,",Capt. Cook's  - Lunch/Dinner,Bakery,,Polynesian,Disney Resorts,"Vanilla Cupcake, Toasted Coconut Mousse Filling, Buttercream, Coconut Flakes, and White Chocolate Moana piece with a fresh Orchid",$6.79,false
13530,Croissant,Capt. Cook's  - Lunch/Dinner,Bakery,Snack,Polynesian,Disney Resorts,,$3.99,true
13531,Chocolate Croissant,Capt. Cook's  - Lunch/Dinner,Bakery,Snack,Polynesian,Disney Resorts,,$4.49,true
13532,Danish Assortment,Capt. Cook's  - Lunch/Dinner,Bakery,Snack,Polynesian,Disney Resorts,,$4.49,true
13533,Glazed Doughnut,Capt. Cook's  - Lunch/Dinner,Bakery,,Polynesian,Disney Resorts,plain glazed doughnut,$2.29,false
13534,Guava Scone,Capt. Cook's  - Lunch/Dinner,Bakery,Snack,Polynesian,Disney Resorts,guava scone with lime icing drizzle,$3.99,true
13535,Mickey's Premium Ice Cream Sandwich,Capt. Cook's  - Lunch/Dinner,Ice Cream,Snack,Polynesian,Disney Resorts,,$6.29,true
13536,Mickey's Premium Ice Cream Bar,Capt. Cook's  - Lunch/Dinner,Ice Cream,Snack,Polynesian,Disney Resorts,,$6.29,true
13537,Bottled Water,Capt. Cook's  - Lunch/Dinner,Beverages,Snack,Polynesian,Disney Resorts,,$3.75,true
13538,smartwater,Capt. Cook's  - Lunch/Dinner,Beverages,Snack,Polynesian,Disney Resorts,,$5.75,true
13539,"Orange Juice,",Capt. Cook's  - Lunch/Dinner,Beverages,Snack,Polynesian,Disney Resorts,,$5.29,true
13540,Lowfat Milk,Capt. Cook's  - Lunch/Dinner,Beverages,Snack,Polynesian,Disney Resorts,,$2.29,true
13541,Milk,Capt. Cook's  - Lunch/Dinner,Beverages,Snack,Polynesian,Disney Resorts,Chocolate or Strawberry,$3.79,true
13542,Hot Coffee,Capt. Cook's  - Lunch/Dinner,Beverages,Snack,Polynesian,Disney Resorts,,$3.79,true
13543,Apple Juice,Capt. Cook's  - Lunch/Dinner,Beverages,Snack,Polynesian,Disney Resorts,,$4.29,true
13544,Assorted Juice Box,Capt. Cook's  - Lunch/Dinner,Beverages,Snack,Polynesian,Disney Resorts,,$2.69,true
13545,Monster Energy Drink,Capt. Cook's  - Lunch/Dinner,Beverages,Snack,Polynesian,Disney Resorts,,$5.49,true
13546,Assorted Bottled Iced Teas,Capt. Cook's  - Lunch/Dinner,Beverages,Snack,Polynesian,Disney Resorts,,$3.29,true
13547,Hot Cocoa,Capt. Cook's  - Lunch/Dinner,Beverages,Snack,Polynesian,Disney Resorts,,$3.79,true
13548,Fountain Beverages,Capt. Cook's  - Lunch/Dinner,Beverages,Snack,Polynesian,Disney Resorts,assorted Coca-Cola offerings,$4.49,true
13549,Refillable Mug,Capt. Cook's  - Lunch/Dinner,Beverages,,Polynesian,Disney Resorts,Eligible for refills at Self-service Beverage Islands at Quick-Service locations at any Disney Resort Hotel during the length of your stay,$22.99,false
13550,Hot Tea,Capt. Cook's  - Lunch/Dinner,Beverages,Snack,Polynesian,Disney Resorts,,$3.79,true
13551,Chocolate Milk,Capt. Cook's  - Lunch/Dinner,Beverages,Snack,Polynesian,Disney Resorts,,$4.49,true
13552,Soy Milk,Capt. Cook's  - Lunch/Dinner,Beverages,Snack,Polynesian,Disney Resorts,,$3.29,true
13553,Vitamin D Milk,Capt. Cook's  - Lunch/Dinner,Beverages,Snack,Polynesian,Disney Resorts,pint,$3.79,true
13554,Powerade,Capt. Cook's  - Lunch/Dinner,Beverages,,Polynesian,Disney Resorts,,$4.99,false
13555,Espresso,Capt. Cook's  - Lunch/Dinner,Coffees,Snack,Polynesian,Disney Resorts,"A masterful blend of artisan roasted Joffrey’s Coffee with beans from Central America, South America, and Africa are fired to a full city roast to produce the bittersweet flavor and pleasant aftertaste you want and thick Crema your cup should never be without",$2.79,true
13556,Double Espresso,Capt. Cook's  - Lunch/Dinner,Coffees,Snack,Polynesian,Disney Resorts,"A masterful blend of artisan roasted Joffrey’s Coffee with beans from Central America, South America, and Africa are fired to a full city roast to produce the bittersweet flavor and pleasant aftertaste you want and thick Crema your cup should never be without",$3.49,true
13557,Iced Caffé Mocha,Capt. Cook's  - Lunch/Dinner,Coffees,Snack,Polynesian,Disney Resorts,"Hand-crafted, Fresh-pulled shot of Joffrey's Coffee 100% Specialty Grade Arabica Beans blended with Rich Mocha and Milk",$6.25,true
13558,Double Cappuccino,Capt. Cook's  - Lunch/Dinner,Coffees,Snack,Polynesian,Disney Resorts,"A masterful blend of artisan roasted Joffrey’s Coffee with beans from Central and South America Hand-crafted, Fresh-pulled shot of artisan roasted Joffrey's Coffee™ Espresso blended with Frothed and Steamed Milk",$5.29,true
13559,Extra Shot of Espresso,Capt. Cook's  - Lunch/Dinner,Coffees,,Polynesian,Disney Resorts,,$1.00,false
13560,Flavor Shots,Capt. Cook's  - Lunch/Dinner,Coffees,,Polynesian,Disney Resorts,"vanilla, caramel, hazelnut or sugar-free vanilla",$.50,false
13561,Double Caffé Latte,Capt. Cook's  - Lunch/Dinner,Coffees,Snack,Polynesian,Disney Resorts,"Hand-crafted, Fresh-pulled shot of artisan roasted Joffrey's Coffee fused with Steamed Milk",$5.29,true
13562,Double Cappuccino,Capt. Cook's  - Lunch/Dinner,Coffees,Snack,Polynesian,Disney Resorts,"A masterful blend of artisan roasted Joffrey’s Coffee with beans from Central and South America Hand-crafted, Fresh-pulled shot of artisan roasted Joffrey's Coffee Espresso blended with Frothed and Steamed Milk",$5.29,true
13563,Caffé Mocha,Capt. Cook's  - Lunch/Dinner,Coffees,Snack,Polynesian,Disney Resorts,,$5.79,true
13564,Double Caffé Mocha,Capt. Cook's  - Lunch/Dinner,Coffees,,Polynesian,Disney Resorts,"Handcrafted, Fresh-pulled Shots of Artisan-roasted Joffrey's Coffee fused with Rich Mocha and Steamed Milk",$5.29,false
13565,Beer,Capt. Cook's  - Lunch/Dinner,Beer,,Polynesian,Disney Resorts,bottled and canned beer,$7.75-$11.25,false
13566,Copa Wine,Capt. Cook's  - Lunch/Dinner,Wine,,Polynesian,Disney Resorts,"Cabernet Sauvignon, Chardonnay, or Pinot Grigio; 187 ml servings",$11.00,false
13567,Wine,Capt. Cook's  - Lunch/Dinner,Wine,,Polynesian,Disney Resorts,,$9-$15,false
13568,"Tonga Toast,",Kona Cafe - Breakfast,Entrees,,Polynesian,Disney Resorts,"Banana-stuffed French Toast rolled in Cinnamon Sugar and served with a Strawberry Compote and your choice of Ham, Spiced Ham, Bacon, or Sausage",$17.50,false
13569,"Macadamia Nut Pancakes,",Kona Cafe - Breakfast,Entrees,,Polynesian,Disney Resorts,"with Macadamia Nut Butter, Pineapple Sauce, and your choice of Ham, Spiced Ham, Bacon, or Sausage",$16.00,false
13570,"Polynesian Egg Platter,",Kona Cafe - Breakfast,Entrees,,Polynesian,Disney Resorts,"Two Eggs-Any Style with Fresh Fruit Poke, Fresh-baked Muffin, Home-fried Potatoes, and your choice of Ham, Spiced Ham, Bacon, or Sausage",$17,false
13571,Ham and Cheese Omelet,Kona Cafe - Breakfast,Entrees,,Polynesian,Disney Resorts,with Home-fried Potatoes,$17,false
13572,"French Toast,",Kona Cafe - Breakfast,Entrees,,Polynesian,Disney Resorts,"with Caramel-Banana Sauce and your choice of Ham, Spiced Ham, Bacon, or Sausage",$15,false
13573,Loco Moco,Kona Cafe - Breakfast,Entrees,,Polynesian,Disney Resorts,"Two Eggs-Any Style, Chorizo Gravy, Hamburger Patty, Rice, Pico De Gallo",$17.50,false
13574,Seasonal Pancakes,Kona Cafe - Breakfast,Entrees,,Polynesian,Disney Resorts,"Served with choice of Ham, Spiced Ham, Bacon, or Sausage",$18.00,false
13575,Breakfast Platter,Kona Cafe - Breakfast,Entrees,,Polynesian,Disney Resorts,"Two Eggs-Any Style with Potatoes, Ham, Bacon, Sausage, French Toast, and Mini Pancakes with Macadamia Nut Butter and Pineapple Compote",$22.00,false
13576,Plant-based Loco Moco,Kona Cafe - Breakfast,Plant-based,,Polynesian,Disney Resorts,"Plant-based Eggs, Plant-based Sausage, Coconut Milk, Rice, Pico de Gallo",$17.50,false
13577,Bacon,Kona Cafe - Breakfast,entrees,,Polynesian,Disney Resorts,,$5.50,false
13578,"Creamy Grits,",Kona Cafe - Breakfast,entrees,,Polynesian,Disney Resorts,with smoked gouda,$6.00,false
13579,Fresh Fruit Cup,Kona Cafe - Breakfast,entrees,,Polynesian,Disney Resorts,,$5.50,false
13580,"Pork Sausage,",Kona Cafe - Breakfast,entrees,,Polynesian,Disney Resorts,,$5.50,false
13581,Steel-cut Oatmeal with Apples,Kona Cafe - Breakfast,entrees,,Polynesian,Disney Resorts,plant based,$7.00,false
13582,Hawaiian Kona Maragogype Press Pot,Kona Cafe - Breakfast,Beverages,,Polynesian,Disney Resorts,Serves 2;,$9.75,false
13583,Freshly Brewed Coffee,Kona Cafe - Breakfast,Beverages,,Polynesian,Disney Resorts,Kona Blend,,false
13584,Espresso,Kona Cafe - Breakfast,Beverages,,Polynesian,Disney Resorts,,,false
13585,Cappuccino,Kona Cafe - Breakfast,Beverages,,Polynesian,Disney Resorts,,,false
13586,Caffe Latte,Kona Cafe - Breakfast,Beverages,,Polynesian,Disney Resorts,,,false
13587,Café Mocha,Kona Cafe - Breakfast,Beverages,,Polynesian,Disney Resorts,,,false
13588,Assorted Juices,Kona Cafe - Breakfast,Beverages,,Polynesian,Disney Resorts,"Orange, Apple, Cranberry, Grapefruit, Tomato or Pineapple",,false
13589,Specialty Character Drink,Kona Cafe - Breakfast,Specialty Beverages (non-alcoholic),,Polynesian,Disney Resorts,Light Lemonade served in a souvenir character cup with a glowing character Clip-on Light,$8,false
13590,Liliko'i Juice,Kona Cafe - Breakfast,Specialty Beverages (non-alcoholic),,Polynesian,Disney Resorts,"Orange, Passion Fruit, and Guava blend",$6.50,false
13591,Mega-Berry Smoothie,Kona Cafe - Breakfast,Specialty Beverages (non-alcoholic),,Polynesian,Disney Resorts,Raspberry Purée and Nonfat Yogurt blended with Simply Smoothie Orchard Berry,$6.00,false
13592,Moana Smoothie,Kona Cafe - Breakfast,Specialty Beverages (non-alcoholic),,Polynesian,Disney Resorts,"Watermelon, Cherry, and Guava",$6.75,false
13593,Stitch Smoothie,Kona Cafe - Breakfast,Specialty Beverages (non-alcoholic),,Polynesian,Disney Resorts,Pineapple and Coconut,$6.75,false
13594,Liliko'i Mimosa,Kona Cafe - Breakfast,Specialty Cocktails,,Polynesian,Disney Resorts,,$15,false
13595,Wasabi Bloody Mary,Kona Cafe - Breakfast,Specialty Cocktails,,Polynesian,Disney Resorts,,$14.00,false
13596,Bloody Mary Flight,Kona Cafe - Breakfast,Specialty Cocktails,,Polynesian,Disney Resorts,"Ketel One vodka, Buffalo Trace bourbon, Patron tequila",$12.25,false
13597,Polynesian Red Eye,Kona Cafe - Breakfast,Specialty Cocktails,,Polynesian,Disney Resorts,"Coconut Rum, Liliko'i Juice, and Grenadine",$12.00,false
13598,Legacy Mimosa,Kona Cafe - Breakfast,Specialty Cocktails,,Polynesian,Disney Resorts,"Uncle Nearest 1884 Small Batch Whiskey, Grand Marnier Liqueur, Chateau Ste. Michelle Sparkling Wine, Minute Maid® Orange Juice",$19.50,false
13599,Bacon,Kona Cafe - Children's Breakfast,entrees,,Polynesian,Disney Resorts,,,false
13600,Sausage,Kona Cafe - Children's Breakfast,entrees,,Polynesian,Disney Resorts,,,false
13601,Fruit Salad,Kona Cafe - Children's Breakfast,entrees,,Polynesian,Disney Resorts,,,false
13602,Yogurt with Strawberries,Kona Cafe - Children's Breakfast,entrees,,Polynesian,Disney Resorts,,,false
13603,Breakfast Potatoes,Kona Cafe - Children's Breakfast,entrees,,Polynesian,Disney Resorts,,,false
13604,Mickey-shaped Pancakes,Kona Cafe - Children's Breakfast,For Children Ages 3-9,,Polynesian,Disney Resorts,,$9.5,false
13605,Minnie's French Toast,Kona Cafe - Children's Breakfast,For Children Ages 3-9,,Polynesian,Disney Resorts,,$9.50,false
13606,Scrambled Eggs,Kona Cafe - Children's Breakfast,Mickey Check Meals,,Polynesian,Disney Resorts,with Broccoli and Tomatoes,$10.5,false
13607,Oatmeal and Dried Cranberries,Kona Cafe - Children's Breakfast,Mickey Check Meals,,Polynesian,Disney Resorts,,$6.50,false
13608,Small Water,Kona Cafe - Children's Breakfast,Beverages,,Polynesian,Disney Resorts,,,false
13609,Small Apple Juice,Kona Cafe - Children's Breakfast,Beverages,,Polynesian,Disney Resorts,,,false
13610,Small Lowfat Milk,Kona Cafe - Children's Breakfast,Beverages,,Polynesian,Disney Resorts,,,false
13611,Disney Character Punch,Kona Cafe - Children's Breakfast,Specialty Beverages (non-alcoholic),,Polynesian,Disney Resorts,light lemonade punch served in a souvenir character cup with a glowing character clip-on light,$8.00,false
13612,Garden Salad,Kona Cafe - Children's Lunch/Dinner,Appetizers/Starters,,Polynesian,Disney Resorts,,$3.25,false
13613,Chicken Noodle Soup,Kona Cafe - Children's Lunch/Dinner,Appetizers/Starters,,Polynesian,Disney Resorts,,$3.25,false
13614,Fruit Salad,Kona Cafe - Children's Lunch/Dinner,Appetizers/Starters,,Polynesian,Disney Resorts,,$3.25,false
13615,Fruit Salad,Kona Cafe - Children's Lunch/Dinner,entrees,,Polynesian,Disney Resorts,,,false
13616,Yogurt with Strawberries,Kona Cafe - Children's Lunch/Dinner,entrees,,Polynesian,Disney Resorts,,,false
13617,Green Beans,Kona Cafe - Children's Lunch/Dinner,entrees,,Polynesian,Disney Resorts,,,false
13618,French Fries,Kona Cafe - Children's Lunch/Dinner,entrees,,Polynesian,Disney Resorts,,,false
13619,Cheeseburger,Kona Cafe - Children's Lunch/Dinner,For Children Ages 3-9,,Polynesian,Disney Resorts,,$12.5,false
13620,Macaroni & Cheese,Kona Cafe - Children's Lunch/Dinner,For Children Ages 3-9,,Polynesian,Disney Resorts,,$10.5,false
13621,Kid's Sushi,Kona Cafe - Children's Lunch/Dinner,For Children Ages 3-9,,Polynesian,Disney Resorts,"cucumber-wrapped crab roll, chicken nugget roll, shrimp tempura roll, cucumber roll and Mickey ""sushi""",$11.5,false
13622,Grilled Chicken Taco,Kona Cafe - Children's Lunch/Dinner,Mickey Check Meals,,Polynesian,Disney Resorts,,$11.5,false
13623,Disney Character Punch,Kona Cafe - Children's Lunch/Dinner,Specialty Beverages (non-alcoholic),,Polynesian,Disney Resorts,Zero Sugar Lemonade with flavors of Cotton Candy served in a souvenir Character Cup,$6.50,false
13624,Tuna Poke,Kona Cafe - Dinner,Poke Bowls,,Polynesian,Disney Resorts,"Passion Fruit Boba, Lotus Root, Yuzu Mayonnaise",$20,false
13625,Rainbow Poke,Kona Cafe - Dinner,Poke Bowls,,Polynesian,Disney Resorts,"Tuna, Salmon, Shrimp, Hamachi, Fresno Chili Peppers, Lotus Root, Spicy Ponzu",$25,false
13626,Turkey Banh Mi,Kona Cafe - Dinner,Burgers & Sandwiches,,Polynesian,Disney Resorts,"Marinated Turkey Breast, Black Pepper Bacon, Pork Pâte, Cilantro, Jalapeño, Onions, Grilled Jalapeño Mayonnaise served with French Fries",$19,false
13627,Big Kahuna Burger,Kona Cafe - Dinner,Burgers & Sandwiches,,Polynesian,Disney Resorts,"Sautéed Pastrami, Corned Beef, Pepper Jack, Mustard Aïoli, Tangy Cucumber, Brioche served with French Fries",$26,false
13628,Key Lime Dessert Glass,Kona Cafe - Dinner,Dessert,,Polynesian,Disney Resorts,"Key Lime Curd and Blood Orange-Mango Jam piped between Passion Fruit Curd and topped with Passion Fruit Boba, Meringue, and a Chocolate Curl",$5.50,false
13629,S'more Dessert Glass,Kona Cafe - Dinner,Dessert,,Polynesian,Disney Resorts,"Milk Chocolate Pot de Crème, Marshmallow Cream, and Graham Cracker Crust topped with Toasted Marshmallows",$5.50,false
13630,Tiramisu Dessert Glass,Kona Cafe - Dinner,Dessert,,Polynesian,Disney Resorts,"Mascarpone Cream with a Mocha Crèmeux topped with Fresh Whipped Cream, Cocoa, and Chocolate-covered Coffee Beans",$5.50,false
13631,Coconut Tapioca Dessert Glass,Kona Cafe - Dinner,Dessert,,Polynesian,Disney Resorts,"Coconut Tapioca Pudding, Pineapple-Coconut Jam, Fresh Fruit, and Popping Boba; plant based",$5.50,false
13632,Cheesecake Dessert Glass,Kona Cafe - Dinner,Dessert,,Polynesian,Disney Resorts,"a no sugar added dessert, with seasonal fruit and topped with fruit sauce",$5.00,false
13633,Pineapple-Coconut Bread Pudding,Kona Cafe - Dinner,Dessert,,Polynesian,Disney Resorts,Warm Bread Pudding topped with Vanilla Ice Cream and Homemade Caramel Sauce,$13,false
13634,"Glazed Chicken Wings,",Kona Cafe - Dinner,Appetizers/Starters,,Polynesian,Disney Resorts,Sticky Wing Sauce,$15,false
13635,"Crispy Pork Vegetable Pot Stickers,",Kona Cafe - Dinner,Appetizers/Starters,,Polynesian,Disney Resorts,soy vinaigrette dressing,$13,false
13636,Bao Buns,Kona Cafe - Dinner,Appetizers/Starters,,Polynesian,Disney Resorts,"Pulled Pork, Pickled Vegetables, Sriracha Aïoli",$12.00,false
13637,Seasonal Soup,Kona Cafe - Dinner,Soup/Salad,,Polynesian,Disney Resorts,,$9.00,false
13638,"California Roll,",Kona Cafe - Dinner,Sushi,,Polynesian,Disney Resorts,"Crab, Yuzu Mayonnaise, Cucumber, Avocado",$18,false
13639,Spicy Tuna Roll,Kona Cafe - Dinner,Sushi,,Polynesian,Disney Resorts,"Tuna, Spicy Mayonnaise, Cucumber",$19,false
13640,Rainbow Roll,Kona Cafe - Dinner,Sushi,,Polynesian,Disney Resorts,"Tuna, Salmon, Shrimp, Hamachi, Lump Crab, Cucumber, Avocado",$25,false
13641,Surf and Turf,Kona Cafe - Dinner,Sushi,,Polynesian,Disney Resorts,"Kona-spiced Filet, Lemon Ginger-poached Shrimp, Crab, Cucumber, Avocado, Sriracha, Yuzu Mayonnaise",$28.00,false
13642,Polly Lolly Roll,Kona Cafe - Dinner,Sushi,,Polynesian,Disney Resorts,"Fried Soft-Shell Crab, Shrimp Tempura, Crawfish Tails, Grilled Asparagus, Chives, Spicy Mayonnaise",$26,false
13643,Hamachi Tuna Roll,Kona Cafe - Dinner,Sushi,,Polynesian,Disney Resorts,"Hamachi, Tuna, Avocado, Jalapeño, Cilantro, Ponzu",$21,false
13644,Shrimp Tempura,Kona Cafe - Dinner,Sushi,,Polynesian,Disney Resorts,"Shrimp Tempura, Avocado",$19,false
13645,Shrimp Fire Cracker Roll,Kona Cafe - Dinner,Sushi,,Polynesian,Disney Resorts,"Tempura Shrimp, Crab, Tuna, Avocado, Cucumber, Chili Sauce",$28,false
13646,Vegetable Nigiri,Kona Cafe - Dinner,Sushi,,Polynesian,Disney Resorts,Chef's choice of Five (5) pieces of Nigiri,$16,false
13647,"Pork Belly Noodle Bowl,",Kona Cafe - Dinner,Entrees,,Polynesian,Disney Resorts,"Bone Broth, Rice Noodles, Soy Egg, Mushrooms, Bok Choy, Hot Sesame Oil",$24.00,false
13648,Kona-braised Short Rib,Kona Cafe - Dinner,Entrees,,Polynesian,Disney Resorts,"Braised Short Rib, Kona Coffee-Mocha Sauce, Carrot-Ginger Purée, Peanuts, Bok Choy",$38,false
13649,Asian-marinated Airline Chicken,Kona Cafe - Dinner,Entrees,,Polynesian,Disney Resorts,"Sticky Rice, Bok Choy, Asian Glaze",$24,false
13650,"Mahi, Bacon, Lettuce, and Tomato",Kona Cafe - Dinner,Entrees,,Polynesian,Disney Resorts,"Pan-fried Mahi, Butter Croutons, Marble Potatoes, Tomato, Arugula, Soy Velouté",$29,false
13651,New York Strip Steak,Kona Cafe - Dinner,Entrees,,Polynesian,Disney Resorts,"Coconut Curry Potatoes, Snap Peas, Grape Tomatoes, Shallots, Edamame, Teriyaki-Chimichurri Sauce",$40,false
13652,Verlasso Salmon,Kona Cafe - Dinner,Entrees,,Polynesian,Disney Resorts,"Bamboo Rice, Edamame Succotash, Fresno Chimichurri",$29,false
13653,Sautéed Red Quinoa,Kona Cafe - Dinner,Entrees,,Polynesian,Disney Resorts,"Braised Baby Bok Choy, Roasted Broccolini, Sweet Chili Carrots, Tomato Confit, Chimichurri",$24,false
13654,Pork Chop,Kona Cafe - Dinner,Entrees,,Polynesian,Disney Resorts,"Sweet Potato, Tri-colored Cauliflower, Garlic Parmesan Sauce",$30.00,false
13655,Sautéed Red Quinoa with Mahi,Kona Cafe - Dinner,Entrees,,Polynesian,Disney Resorts,"Braised Baby Bok Choy, Asparagus, Sweet Chili Carrots, Tomato Confit, Chimichurri",$34.00,false
13656,Sautéed Red Quinoa with Shrimp,Kona Cafe - Dinner,Entrees,,Polynesian,Disney Resorts,"Braised Baby Bok Choy, Asparagus, Sweet Chili Carrots, Tomato Confit, Chimichurri",$34.00,false
13657,Sautéed Red Quinoa with Chicken,Kona Cafe - Dinner,Entrees,,Polynesian,Disney Resorts,"Braised Baby Bok Choy, Asparagus, Sweet Chili Carrots, Tomato Confit, Chimichurri",$31.00,false
13658,Sautéed Red Quinoa with Tofu,Kona Cafe - Dinner,Entrees,,Polynesian,Disney Resorts,"Braised Baby Bok Choy, Asparagus, Sweet Chili Carrots, Tomato Confit, Chimichurri",$31.00,false
13659,Creamy Mashed Potatoes,Kona Cafe - Dinner,entrees,,Polynesian,Disney Resorts,,$8,false
13660,Grilled Asparagus,Kona Cafe - Dinner,entrees,,Polynesian,Disney Resorts,,$8.5,false
13661,Truffled Mushrooms,Kona Cafe - Dinner,entrees,,Polynesian,Disney Resorts,,$8,false
13662,Bok Choy,Kona Cafe - Dinner,entrees,,Polynesian,Disney Resorts,,$8.50,false
13663,Soft Drinks,Kona Cafe - Dinner,Beverages,,Polynesian,Disney Resorts,"Coke, diet Coke, Coke Zero Sugar, Sprite, Root Beer, Light Pomegranate Lemonade",$3.99,false
13664,Freshly Brewed Coffee,Kona Cafe - Dinner,Beverages,,Polynesian,Disney Resorts,Kona Blend,$3.29,false
13665,Espresso,Kona Cafe - Dinner,Beverages,,Polynesian,Disney Resorts,,$3.79,false
13666,Cappuccino,Kona Cafe - Dinner,Beverages,,Polynesian,Disney Resorts,,$4.39,false
13667,Caffe Latte,Kona Cafe - Dinner,Beverages,,Polynesian,Disney Resorts,,$4.39,false
13668,Cafe Mocha,Kona Cafe - Dinner,Beverages,,Polynesian,Disney Resorts,,$4.99,false
13669,100% Kona Coffee - French Press Pot,Kona Cafe - Dinner,Beverages,,Polynesian,Disney Resorts,Serves 2;,$9.75,false
13670,Mega-Berry Smoothie,Kona Cafe - Dinner,Specialty Beverages (non-alcoholic),,Polynesian,Disney Resorts,Raspberry Puree and Nonfat Yogurt blended with Odwalla Berries GoMega,$6,false
13671,All-Natural Lemonade,Kona Cafe - Dinner,Specialty Beverages (non-alcoholic),,Polynesian,Disney Resorts,topped with a Wildberry Foam,$5.5,false
13672,"Specialty Character Drink ,",Kona Cafe - Dinner,Specialty Beverages (non-alcoholic),,Polynesian,Disney Resorts,Zero Sugar Lemonade with flavors of Cotton Candy served in a souvenir Character Cup,$7.00,false
13673,Watermelon Lemonade,Kona Cafe - Dinner,Specialty Beverages (non-alcoholic),,Polynesian,Disney Resorts,Odwalla® Lemonade and Watermelon,$5.99,false
13674,Agave Garden,Kona Cafe - Dinner,Specialty Beverages (non-alcoholic),,Polynesian,Disney Resorts,"Lyre's Agave Reserva Spirit, Cold-pressed Lime Juice, Passionfruit-Papaya-Green Tea, and Cucumber",$12.50,false
13675,Keiki Lemonade,Kona Cafe - Dinner,Specialty Beverages (non-alcoholic),,Polynesian,Disney Resorts,"Odwalla® Lemonade, Pineapple, Passion Fruit, and Citrus",$5.99,false
13676,Pomegranate Lemonade,Kona Cafe - Dinner,Specialty Beverages (non-alcoholic),,Polynesian,Disney Resorts,Minute Maid® Premium Lemonade with Pomegranate and Lime Juices,$5.99,false
13677,"Lapu Lapu,",Kona Cafe - Dinner,Specialty Cocktails,,Polynesian,Disney Resorts,Plantation Original Dark Rum and Tropical Fruit Juices served in a fresh Pineapple topped with Bacardi 151 Rum,$20.00,false
